Order_ID,Date,Brand,Model_Name,Laptop_Type,City,State,Quantity,Unit_Price,Unit_Cost,Revenue,Profit
4160,2023-12-16,Acer,Predator Helios 300,Ultrabook,Ahmedabad,Tamil Nadu,1,176193,118447,176193,57746
4161,2024-10-14,Apple,MacBook Air M2,Business,Hyderabad,Punjab,4,147319,103584,589276,174940
4162,2025-04-28,Apple,MacBook Pro 14,Student,Bengaluru,Gujarat,1,57621,46595,57621,11026
4163,2023-04-13,HP,Pavilion 14,Workstation,Hyderabad,West Bengal,1,155790,132191,155790,23599
4164,2024-11-12,Asus,ZenBook 14,Business,Kolkata,Telangana,3,172179,115033,516537,171438
4165,2022-11-24,Apple,MacBook Air M2,Student,Pune,Karnataka,3,72960,58744,218880,42648
4166,2023-02-12,Apple,MacBook Pro 16,Business,Mumbai,Telangana,3,152175,103994,456525,144543
4167,2023-10-27,Acer,Nitro 5,Ultrabook,Delhi,Punjab,4,137156,92506,548624,178600
4168,2022-09-11,Asus,ZenBook 14,Business,Delhi,Karnataka,5,127371,88783,636855,192940
4169,2024-03-23,MSI,Katana GF66,Student,Ahmedabad,Maharashtra,2,139376,115145,278752,48462
4170,2024-09-30,MSI,Stealth 15M,Workstation,Delhi,Maharashtra,5,80207,60449,401035,98790
4171,2025-02-14,Asus,TUF F15,Business,Mumbai,Gujarat,1,64387,49375,64387,15012
4172,2025-05-13,Lenovo,ThinkPad E14,Student,Hyderabad,Maharashtra,4,79293,52246,317172,108188
4173,2023-03-17,Samsung,Galaxy Book3,2-in-1,Jaipur,Gujarat,2,173303,114960,346606,116686
4174,2026-03-05,Lenovo,Yoga Slim 7,Gaming,Bengaluru,West Bengal,4,141579,109077,566316,130008
4175,2023-09-06,MSI,Katana GF66,Workstation,Chennai,West Bengal,3,64899,51289,194697,40830
4176,2022-02-08,Samsung,Galaxy Book3,Business,Delhi,Delhi,3,102125,74264,306375,83583
4177,2025-11-17,Samsung,Galaxy Book Pro,Business,Hyderabad,Rajasthan,3,93577,62126,280731,94353
4178,2025-09-17,Acer,Aspire 7,Ultrabook,Mumbai,Tamil Nadu,4,70866,56365,283464,58004
4179,2022-09-04,Acer,Predator Helios 300,2-in-1,Hyderabad,Telangana,5,156725,112811,783625,219570
4180,2023-11-29,Lenovo,ThinkPad E14,Gaming,Kolkata,Telangana,5,153990,101698,769950,261460
4181,2024-05-31,Asus,VivoBook 15,Workstation,Jaipur,Telangana,4,77417,55653,309668,87056
4182,2024-09-14,Acer,Predator Helios 300,Gaming,Pune,Punjab,3,154452,105835,463356,145851
4183,2024-11-14,HP,Envy x360,Student,Chennai,Punjab,4,44934,32950,179736,47936
4184,2023-07-02,Asus,ZenBook 14,2-in-1,Kolkata,Gujarat,4,121824,102544,487296,77120
4185,2022-10-06,Dell,G15,2-in-1,Chandigarh,Maharashtra,4,115542,89382,462168,104640
4186,2023-07-05,Acer,Predator Helios 300,Gaming,Pune,Gujarat,1,163702,110562,163702,53140
4187,2025-06-16,Samsung,Galaxy Book Pro,Business,Ahmedabad,Rajasthan,4,104832,69259,419328,142292
4188,2025-09-27,Acer,Swift 3,Student,Chandigarh,Tamil Nadu,4,113666,91311,454664,89420
4189,2023-05-27,Samsung,Galaxy Book2,Student,Delhi,Tamil Nadu,2,73978,61215,147956,25526
4190,2025-07-05,Asus,TUF F15,Workstation,Jaipur,Rajasthan,2,61164,49929,122328,22470
4191,2026-02-12,Samsung,Galaxy Book2,Business,Chennai,Gujarat,5,49023,36233,245115,63950
4192,2025-04-18,Asus,TUF F15,Workstation,Delhi,Gujarat,1,57616,43974,57616,13642
4193,2024-12-12,HP,Envy x360,2-in-1,Mumbai,Rajasthan,3,136767,112866,410301,71703
4194,2024-02-24,HP,Pavilion 14,Business,Chennai,Gujarat,5,85106,70555,425530,72755
4195,2024-03-31,Samsung,Galaxy Book3,2-in-1,Kolkata,Maharashtra,3,149295,103562,447885,137199
4196,2024-05-24,Lenovo,IdeaPad 3,2-in-1,Bengaluru,Karnataka,1,121545,83879,121545,37666
4197,2024-03-04,Apple,MacBook Pro 14,2-in-1,Hyderabad,Karnataka,4,147988,125328,591952,90640
4198,2025-07-26,Lenovo,Yoga Slim 7,Student,Chennai,Tamil Nadu,2,68472,47165,136944,42614
4199,2025-06-10,Asus,VivoBook 15,Business,Mumbai,Rajasthan,3,109171,75716,327513,100365
4200,2023-06-24,Samsung,Galaxy Book2,Business,Bengaluru,Maharashtra,1,173195,119310,173195,53885
4201,2025-02-13,Samsung,Galaxy Book3,Workstation,Bengaluru,Punjab,5,74441,54031,372205,102050
4202,2023-08-13,Samsung,Galaxy Book Pro,2-in-1,Bengaluru,Telangana,4,142029,105371,568116,146632
4203,2025-01-18,Samsung,Galaxy Book2,Gaming,Hyderabad,Telangana,1,160759,120971,160759,39788
4204,2022-09-17,Dell,G15,2-in-1,Delhi,Gujarat,5,71092,55467,355460,78125
4205,2025-08-13,HP,EliteBook 840,Gaming,Jaipur,West Bengal,2,78006,55415,156012,45182
4206,2022-08-02,Acer,Aspire 7,Business,Hyderabad,Maharashtra,1,151060,121562,151060,29498
4207,2023-02-13,Dell,Inspiron 15,Student,Mumbai,Telangana,2,40649,30659,81298,19980
4208,2023-01-23,Dell,XPS 13,Workstation,Bengaluru,Rajasthan,2,153442,121221,306884,64442
4209,2023-05-02,Apple,MacBook Air M1,Ultrabook,Hyderabad,Punjab,2,101160,76964,202320,48392
4210,2026-02-06,Apple,MacBook Pro 16,Gaming,Jaipur,Telangana,4,114604,78563,458416,144164
4211,2024-12-14,HP,Envy x360,Student,Ahmedabad,West Bengal,3,162226,131228,486678,92994
4212,2025-11-24,Dell,XPS 13,Business,Hyderabad,Tamil Nadu,5,132413,106562,662065,129255
4213,2025-08-13,Asus,ROG Strix G15,Workstation,Mumbai,Delhi,1,152128,120523,152128,31605
4214,2023-07-14,Apple,MacBook Pro 16,Ultrabook,Pune,West Bengal,3,59767,40409,179301,58074
4215,2025-03-30,Acer,Aspire 7,Gaming,Bengaluru,Tamil Nadu,5,131218,111222,656090,99980
4216,2023-05-19,MSI,Katana GF66,2-in-1,Mumbai,Tamil Nadu,3,80758,64769,242274,47967
4217,2026-02-03,HP,EliteBook 840,Business,Chandigarh,Delhi,1,147730,101775,147730,45955
4218,2023-06-28,Samsung,Galaxy Book3,Student,Pune,Rajasthan,3,91051,71097,273153,59862
4219,2023-12-07,Samsung,Galaxy Book3,Student,Jaipur,Rajasthan,1,131183,110879,131183,20304
4220,2023-12-04,Acer,Nitro 5,Gaming,Chennai,Tamil Nadu,1,151476,100373,151476,51103
4221,2024-06-27,Samsung,Galaxy Book2,Business,Chennai,Maharashtra,1,110773,78229,110773,32544
4222,2024-06-26,MSI,Katana GF66,Workstation,Hyderabad,Delhi,5,101012,72960,505060,140260
4223,2022-07-12,Acer,Aspire 7,Gaming,Jaipur,Telangana,3,61930,44718,185790,51636
4224,2022-08-20,Dell,Latitude 5420,Ultrabook,Jaipur,Tamil Nadu,3,85006,68474,255018,49596
4225,2024-05-14,Asus,TUF F15,Ultrabook,Chennai,Delhi,1,75165,60958,75165,14207
4226,2024-05-12,Acer,Aspire 7,Workstation,Hyderabad,Punjab,4,74370,59600,297480,59080
4227,2025-11-04,Acer,Nitro 5,Business,Delhi,Maharashtra,1,99913,84027,99913,15886
4228,2024-06-15,Asus,TUF F15,Gaming,Ahmedabad,Tamil Nadu,1,163656,118626,163656,45030
4229,2025-07-29,HP,EliteBook 840,Workstation,Bengaluru,Rajasthan,4,52166,44110,208664,32224
4230,2023-07-06,Apple,MacBook Air M2,Gaming,Jaipur,West Bengal,2,68873,45496,137746,46754
4231,2025-03-06,Apple,MacBook Air M1,Gaming,Mumbai,West Bengal,5,105629,76091,528145,147690
4232,2025-07-26,HP,Pavilion 14,Workstation,Bengaluru,Delhi,1,130212,86716,130212,43496
4233,2024-11-28,Asus,ZenBook 14,Ultrabook,Hyderabad,Tamil Nadu,1,84152,62550,84152,21602
4234,2022-09-25,Dell,XPS 13,Ultrabook,Chandigarh,Rajasthan,4,103998,82021,415992,87908
4235,2024-09-07,Asus,TUF F15,Gaming,Chandigarh,Telangana,1,106949,79473,106949,27476
4236,2025-01-05,Samsung,Galaxy Book Pro,Workstation,Jaipur,Punjab,2,40574,31271,81148,18606
4237,2024-06-25,Dell,Latitude 5420,Workstation,Jaipur,Maharashtra,1,41913,28643,41913,13270
4238,2025-07-15,Samsung,Galaxy Book Pro,Gaming,Chennai,Karnataka,2,61014,49060,122028,23908
4239,2025-01-20,Asus,TUF F15,Workstation,Ahmedabad,Rajasthan,2,110310,73227,220620,74166
4240,2024-08-25,HP,Victus 16,Business,Hyderabad,Telangana,2,43105,31686,86210,22838
4241,2025-12-24,HP,Envy x360,Gaming,Hyderabad,Punjab,1,59360,49004,59360,10356
4242,2023-11-11,Dell,Inspiron 15,Gaming,Pune,Gujarat,3,169183,123464,507549,137157
4243,2024-06-24,MSI,Katana GF66,Ultrabook,Chennai,Karnataka,3,58461,40941,175383,52560
4244,2022-11-18,HP,Victus 16,Ultrabook,Jaipur,Gujarat,2,118724,77537,237448,82374
4245,2025-04-13,Dell,Latitude 5420,Gaming,Hyderabad,Tamil Nadu,1,102494,76177,102494,26317
4246,2024-09-09,Lenovo,Yoga Slim 7,Ultrabook,Bengaluru,Maharashtra,1,68882,56430,68882,12452
4247,2025-05-13,Asus,ROG Strix G15,Business,Mumbai,Delhi,5,174090,128205,870450,229425
4248,2023-02-06,Apple,MacBook Pro 16,2-in-1,Ahmedabad,Punjab,5,82480,66269,412400,81055
4249,2022-01-14,Samsung,Galaxy Book Pro,Ultrabook,Hyderabad,Gujarat,3,80093,52663,240279,82290
4250,2023-05-05,HP,Envy x360,Business,Ahmedabad,Karnataka,2,168192,118137,336384,100110
4251,2024-02-23,MSI,Katana GF66,2-in-1,Chandigarh,Tamil Nadu,3,105174,81264,315522,71730
4252,2025-11-12,Dell,G15,Workstation,Pune,Telangana,1,45600,35734,45600,9866
4253,2023-06-11,HP,EliteBook 840,Student,Hyderabad,Rajasthan,3,170563,128710,511689,125559
4254,2023-11-08,Lenovo,Yoga Slim 7,Ultrabook,Hyderabad,Tamil Nadu,1,70241,54957,70241,15284
4255,2025-05-04,HP,Victus 16,Gaming,Bengaluru,Gujarat,1,54820,36756,54820,18064
4256,2024-12-14,Apple,MacBook Pro 16,Ultrabook,Jaipur,Telangana,4,43065,30524,172260,50164
4257,2025-03-24,Acer,Aspire 7,2-in-1,Mumbai,Karnataka,5,143035,114987,715175,140240
4258,2023-02-09,Apple,MacBook Pro 14,2-in-1,Chandigarh,Tamil Nadu,1,77127,65498,77127,11629
4259,2023-04-18,Lenovo,Legion 5,Student,Mumbai,Punjab,2,140499,107909,280998,65180
4260,2024-01-12,Acer,Aspire 7,Student,Pune,Tamil Nadu,4,156566,126703,626264,119452
4261,2022-10-21,Dell,XPS 13,2-in-1,Ahmedabad,Delhi,4,174446,134213,697784,160932
4262,2023-05-09,Samsung,Galaxy Book2,Gaming,Ahmedabad,Rajasthan,5,100541,78925,502705,108080
4263,2024-05-04,Lenovo,Legion 5,Student,Ahmedabad,Punjab,5,94452,67547,472260,134525
4264,2023-10-16,Samsung,Galaxy Book3,Workstation,Delhi,Gujarat,2,113021,87460,226042,51122
4265,2025-11-07,Samsung,Galaxy Book Pro,2-in-1,Chennai,Tamil Nadu,1,157896,120599,157896,37297
4266,2024-11-18,Lenovo,IdeaPad 3,Student,Chennai,Karnataka,1,52750,34844,52750,17906
4267,2024-12-22,Apple,MacBook Pro 16,2-in-1,Mumbai,Tamil Nadu,2,77577,57301,155154,40552
4268,2024-01-06,Acer,Nitro 5,Student,Chennai,Rajasthan,4,58487,44968,233948,54076
4269,2023-05-10,Samsung,Galaxy Book3,Student,Kolkata,Karnataka,3,169989,138487,509967,94506
4270,2025-12-06,MSI,Stealth 15M,Business,Hyderabad,Karnataka,5,118267,93036,591335,126155
4271,2023-01-14,Samsung,Galaxy Book2,Ultrabook,Pune,Punjab,5,178819,131394,894095,237125
4272,2024-03-11,Samsung,Galaxy Book3,Business,Jaipur,Delhi,5,64754,49025,323770,78645
4273,2023-02-25,MSI,Katana GF66,Ultrabook,Bengaluru,Karnataka,5,55790,45875,278950,49575
4274,2023-03-25,Acer,Predator Helios 300,2-in-1,Bengaluru,Gujarat,2,63537,49628,127074,27818
4275,2024-06-07,Dell,XPS 13,2-in-1,Pune,Gujarat,4,76348,55293,305392,84220
4276,2023-01-17,Lenovo,IdeaPad 3,Student,Hyderabad,Punjab,1,77547,51200,77547,26347
4277,2024-04-06,MSI,Katana GF66,Gaming,Hyderabad,Delhi,1,76279,53318,76279,22961
4278,2023-08-25,Dell,Latitude 5420,2-in-1,Delhi,Telangana,3,127503,104843,382509,67980
4279,2025-08-11,Asus,ROG Strix G15,Ultrabook,Mumbai,Karnataka,3,79543,53815,238629,77184
4280,2022-11-06,Dell,Inspiron 15,Gaming,Hyderabad,West Bengal,2,88919,68305,177838,41228
4281,2024-06-21,Acer,Swift 3,Workstation,Delhi,Maharashtra,2,151261,113203,302522,76116
4282,2024-03-12,Acer,Nitro 5,Ultrabook,Mumbai,Delhi,4,64299,52091,257196,48832
4283,2024-01-29,MSI,GF63 Thin,2-in-1,Bengaluru,Tamil Nadu,1,108592,74987,108592,33605
4284,2024-11-13,Samsung,Galaxy Book2,Business,Chennai,Punjab,4,150205,108536,600820,166676
4285,2022-11-21,Dell,Inspiron 15,Business,Ahmedabad,Punjab,1,158337,113119,158337,45218
4286,2023-07-17,MSI,Stealth 15M,Gaming,Kolkata,Rajasthan,1,69168,58065,69168,11103
4287,2026-02-05,Lenovo,IdeaPad 3,Gaming,Hyderabad,Rajasthan,4,67800,52699,271200,60404
4288,2023-03-22,Samsung,Galaxy Book Pro,Business,Bengaluru,Punjab,2,81628,56790,163256,49676
4289,2024-12-18,HP,EliteBook 840,2-in-1,Delhi,West Bengal,5,60827,43099,304135,88640
4290,2025-09-06,Asus,VivoBook 15,Workstation,Hyderabad,Gujarat,2,56859,46319,113718,21080
4291,2022-10-05,Acer,Nitro 5,Ultrabook,Bengaluru,Gujarat,3,45856,35783,137568,30219
4292,2023-04-06,Lenovo,ThinkPad E14,Business,Chandigarh,Karnataka,3,148394,102153,445182,138723
4293,2022-12-22,Apple,MacBook Pro 16,2-in-1,Chandigarh,Punjab,1,67563,52832,67563,14731
4294,2022-01-04,Samsung,Galaxy Book2,2-in-1,Bengaluru,Karnataka,1,104522,68975,104522,35547
4295,2022-02-01,MSI,Stealth 15M,Ultrabook,Kolkata,Delhi,2,133414,91159,266828,84510
4296,2024-04-04,Apple,MacBook Pro 16,2-in-1,Delhi,Delhi,4,152059,109727,608236,169328
4297,2024-05-01,Lenovo,Legion 5,Business,Kolkata,Tamil Nadu,4,164642,126251,658568,153564
4298,2022-01-11,Apple,MacBook Pro 14,2-in-1,Hyderabad,Delhi,1,170206,138379,170206,31827
4299,2023-04-08,HP,EliteBook 840,Ultrabook,Chennai,Karnataka,1,74850,48818,74850,26032
4300,2023-09-26,Dell,Inspiron 15,2-in-1,Bengaluru,Delhi,5,163286,134639,816430,143235
4301,2023-06-12,Lenovo,Yoga Slim 7,Workstation,Kolkata,Karnataka,4,68618,53347,274472,61084
4302,2026-03-04,Apple,MacBook Air M1,Workstation,Bengaluru,Karnataka,5,60282,44393,301410,79445
4303,2024-06-18,Dell,Latitude 5420,Business,Jaipur,Punjab,3,111632,76930,334896,104106
4304,2022-03-08,Samsung,Galaxy Book2,2-in-1,Chennai,Gujarat,4,40163,30376,160652,39148
4305,2025-12-06,Acer,Swift 3,Ultrabook,Mumbai,Maharashtra,1,178304,126506,178304,51798
4306,2022-05-16,Dell,G15,Business,Bengaluru,Gujarat,4,113671,96434,454684,68948
4307,2024-10-27,MSI,Stealth 15M,Workstation,Jaipur,West Bengal,4,71686,54795,286744,67564
4308,2022-07-12,Acer,Nitro 5,Workstation,Ahmedabad,Tamil Nadu,5,66209,49957,331045,81260
4309,2024-10-06,Asus,ROG Strix G15,2-in-1,Chennai,Delhi,2,63025,44452,126050,37146
4310,2022-12-02,Dell,XPS 13,Gaming,Chennai,Maharashtra,5,75137,56959,375685,90890
4311,2025-04-22,Apple,MacBook Pro 14,2-in-1,Jaipur,Karnataka,3,154363,117786,463089,109731
4312,2024-12-11,Dell,XPS 13,Gaming,Mumbai,Karnataka,1,46296,34871,46296,11425
4313,2022-12-14,Dell,Inspiron 15,Workstation,Kolkata,Tamil Nadu,3,77709,61757,233127,47856
4314,2023-05-16,Acer,Aspire 7,2-in-1,Kolkata,Rajasthan,2,80171,52852,160342,54638
4315,2024-05-04,Apple,MacBook Pro 14,Student,Bengaluru,Gujarat,4,173551,124089,694204,197848
4316,2025-07-11,Lenovo,ThinkPad E14,Student,Pune,Delhi,3,86271,56620,258813,88953
4317,2023-04-16,HP,Victus 16,Workstation,Ahmedabad,Maharashtra,3,51872,36148,155616,47172
4318,2025-10-26,Asus,ROG Strix G15,Workstation,Ahmedabad,Punjab,1,81378,54713,81378,26665
4319,2023-02-24,Apple,MacBook Pro 16,2-in-1,Delhi,Maharashtra,3,116279,90624,348837,76965
4320,2023-01-02,Acer,Aspire 7,2-in-1,Ahmedabad,Maharashtra,4,145274,105286,581096,159952
4321,2025-05-14,Acer,Swift 3,Ultrabook,Pune,Punjab,4,172268,139618,689072,130600
4322,2022-09-22,Lenovo,Yoga Slim 7,Business,Jaipur,Rajasthan,2,70071,50817,140142,38508
4323,2024-08-09,Lenovo,Yoga Slim 7,Ultrabook,Chennai,Rajasthan,4,102953,74712,411812,112964
4324,2024-08-21,Lenovo,IdeaPad 3,2-in-1,Kolkata,Telangana,4,156220,117866,624880,153416
4325,2023-08-10,Samsung,Galaxy Book2,Ultrabook,Jaipur,Gujarat,1,102894,81369,102894,21525
4326,2022-08-02,MSI,Stealth 15M,Ultrabook,Ahmedabad,Maharashtra,5,84472,67079,422360,86965
4327,2025-05-28,Lenovo,Legion 5,Ultrabook,Pune,Gujarat,5,111946,79108,559730,164190
4328,2026-02-07,Lenovo,Legion 5,Workstation,Chennai,Maharashtra,4,76982,63769,307928,52852
4329,2024-02-20,Acer,Nitro 5,Ultrabook,Kolkata,Karnataka,2,98104,79698,196208,36812
4330,2023-05-20,MSI,Stealth 15M,Gaming,Jaipur,Rajasthan,3,89868,65556,269604,72936
4331,2025-06-05,Asus,ROG Strix G15,Gaming,Jaipur,Delhi,3,41016,28525,123048,37473
4332,2025-11-08,Asus,ZenBook 14,Business,Kolkata,Tamil Nadu,4,53633,45354,214532,33116
4333,2023-06-16,Samsung,Galaxy Book2,Gaming,Mumbai,Punjab,5,83146,63059,415730,100435
4334,2022-09-18,Apple,MacBook Air M2,Gaming,Bengaluru,Rajasthan,3,69728,48311,209184,64251
4335,2023-02-13,Asus,ROG Strix G15,Ultrabook,Jaipur,Maharashtra,5,77982,56478,389910,107520
4336,2022-04-05,Asus,VivoBook 15,Student,Bengaluru,Karnataka,2,162708,121698,325416,82020
4337,2024-12-22,Asus,VivoBook 15,Ultrabook,Delhi,Punjab,3,149337,107906,448011,124293
4338,2024-02-11,Asus,TUF F15,Student,Chandigarh,Tamil Nadu,1,86788,59234,86788,27554
4339,2025-01-21,Asus,VivoBook 15,Business,Hyderabad,Maharashtra,1,62213,51098,62213,11115
4340,2023-05-09,MSI,Stealth 15M,2-in-1,Chennai,Punjab,1,41777,32743,41777,9034
4341,2024-02-12,Samsung,Galaxy Book Pro,Gaming,Pune,Telangana,5,161490,114133,807450,236785
4342,2024-10-20,Asus,VivoBook 15,Workstation,Ahmedabad,West Bengal,5,60937,42632,304685,91525
4343,2025-05-08,Dell,G15,Workstation,Delhi,Delhi,4,122391,103607,489564,75136
4344,2025-09-12,Acer,Nitro 5,Business,Pune,Maharashtra,4,76724,56213,306896,82044
4345,2023-03-21,Apple,MacBook Air M1,Business,Chennai,Telangana,3,150608,110323,451824,120855
4346,2022-08-30,Lenovo,IdeaPad 3,Business,Jaipur,West Bengal,4,121076,80185,484304,163564
4347,2025-10-21,Lenovo,Legion 5,Ultrabook,Jaipur,Telangana,4,115233,80482,460932,139004
4348,2023-03-03,Dell,Inspiron 15,Business,Pune,Karnataka,1,129789,108672,129789,21117
4349,2025-12-14,HP,Pavilion 14,Gaming,Chennai,Rajasthan,4,135596,102392,542384,132816
4350,2022-05-12,Apple,MacBook Air M2,Workstation,Jaipur,Gujarat,5,164384,119209,821920,225875
4351,2022-09-02,MSI,Katana GF66,Ultrabook,Delhi,Gujarat,4,163823,113001,655292,203288
4352,2025-04-12,Apple,MacBook Air M2,Workstation,Hyderabad,Karnataka,1,165785,128153,165785,37632
4353,2022-03-07,HP,Victus 16,Ultrabook,Ahmedabad,West Bengal,1,89374,61622,89374,27752
4354,2023-06-28,Acer,Aspire 7,Gaming,Pune,West Bengal,1,137231,107464,137231,29767
4355,2023-01-22,Asus,ZenBook 14,Student,Chennai,Maharashtra,5,83339,70141,416695,65990
4356,2023-01-12,MSI,GF63 Thin,Student,Chennai,Rajasthan,1,73576,53174,73576,20402
4357,2024-07-28,Lenovo,ThinkPad E14,Ultrabook,Jaipur,West Bengal,3,113940,89509,341820,73293
4358,2024-10-15,Acer,Aspire 7,2-in-1,Mumbai,Telangana,4,51152,38874,204608,49112
4359,2022-04-15,Acer,Aspire 7,Gaming,Hyderabad,West Bengal,3,111356,90366,334068,62970
4360,2025-05-19,Asus,ZenBook 14,Student,Chandigarh,Rajasthan,4,127992,100288,511968,110816
4361,2024-05-01,Apple,MacBook Pro 16,Gaming,Ahmedabad,Tamil Nadu,5,104584,73118,522920,157330
4362,2024-04-03,MSI,Stealth 15M,2-in-1,Bengaluru,Karnataka,3,115053,97787,345159,51798
4363,2022-01-13,HP,EliteBook 840,Student,Kolkata,Maharashtra,1,159031,132861,159031,26170
4364,2024-07-27,Lenovo,Yoga Slim 7,Ultrabook,Pune,Gujarat,2,151288,128464,302576,45648
4365,2025-08-09,HP,Victus 16,Workstation,Kolkata,Punjab,5,146031,119645,730155,131930
4366,2023-02-02,Apple,MacBook Air M1,Student,Chennai,Maharashtra,3,84012,57448,252036,79692
4367,2023-06-24,Samsung,Galaxy Book Pro,Workstation,Kolkata,Maharashtra,3,142418,96458,427254,137880
4368,2025-10-04,HP,Victus 16,Business,Delhi,Punjab,4,85933,68107,343732,71304
4369,2024-12-17,Samsung,Galaxy Book Pro,2-in-1,Ahmedabad,Telangana,4,178976,151974,715904,108008
4370,2025-11-09,Apple,MacBook Pro 16,Workstation,Ahmedabad,Punjab,3,77263,59773,231789,52470
4371,2024-01-07,Acer,Predator Helios 300,Ultrabook,Mumbai,Telangana,4,174031,132245,696124,167144
4372,2026-02-07,Acer,Nitro 5,Gaming,Kolkata,Delhi,5,128091,105418,640455,113365
4373,2023-08-22,Lenovo,IdeaPad 3,Student,Hyderabad,West Bengal,1,135497,90522,135497,44975
4374,2023-12-26,Asus,ZenBook 14,2-in-1,Pune,Karnataka,3,153664,102184,460992,154440
4375,2022-11-13,Samsung,Galaxy Book2,2-in-1,Bengaluru,Tamil Nadu,5,111794,83044,558970,143750
4376,2022-10-10,HP,Envy x360,Ultrabook,Bengaluru,Tamil Nadu,2,141074,119560,282148,43028
4377,2023-12-30,Lenovo,Yoga Slim 7,Workstation,Jaipur,Delhi,1,150484,101289,150484,49195
4378,2025-11-21,Lenovo,ThinkPad E14,Workstation,Mumbai,West Bengal,3,133832,100578,401496,99762
4379,2025-12-06,Acer,Nitro 5,Workstation,Ahmedabad,Punjab,1,155745,108077,155745,47668
4380,2022-05-04,Asus,ZenBook 14,Student,Hyderabad,Punjab,1,94151,69955,94151,24196
4381,2022-12-03,MSI,Katana GF66,Gaming,Hyderabad,Rajasthan,1,58938,42736,58938,16202
4382,2025-11-25,Samsung,Galaxy Book3,Ultrabook,Delhi,Gujarat,4,171495,112883,685980,234448
4383,2022-09-05,Asus,VivoBook 15,2-in-1,Mumbai,Delhi,2,99947,84312,199894,31270
4384,2025-06-16,HP,Victus 16,Business,Bengaluru,Rajasthan,3,102537,79755,307611,68346
4385,2022-03-16,MSI,Katana GF66,Ultrabook,Jaipur,Karnataka,2,144063,110022,288126,68082
4386,2023-10-09,MSI,GF63 Thin,2-in-1,Mumbai,Telangana,5,164087,133079,820435,155040
4387,2024-07-12,Samsung,Galaxy Book3,Gaming,Ahmedabad,Telangana,3,162108,126407,486324,107103
4388,2022-09-15,HP,EliteBook 840,Ultrabook,Kolkata,West Bengal,1,178944,126034,178944,52910
4389,2025-04-26,Lenovo,IdeaPad 3,2-in-1,Chandigarh,Telangana,5,117430,98342,587150,95440
4390,2024-09-17,Acer,Predator Helios 300,Business,Chennai,Delhi,3,165070,119851,495210,135657
4391,2024-10-19,Lenovo,ThinkPad E14,Ultrabook,Chennai,Tamil Nadu,5,159201,125805,796005,166980
4392,2025-07-17,HP,EliteBook 840,Student,Kolkata,Telangana,4,65007,54365,260028,42568
4393,2025-10-22,Dell,Latitude 5420,2-in-1,Mumbai,West Bengal,4,138837,115167,555348,94680
4394,2025-07-09,Acer,Aspire 7,Workstation,Jaipur,Gujarat,5,156130,128527,780650,138015
4395,2025-07-17,Dell,G15,Gaming,Hyderabad,Punjab,4,94818,62616,379272,128808
4396,2024-09-22,Samsung,Galaxy Book Pro,Gaming,Delhi,Telangana,5,58908,44216,294540,73460
4397,2023-04-11,Acer,Nitro 5,Workstation,Chennai,Tamil Nadu,3,85428,62679,256284,68247
4398,2022-11-07,Lenovo,ThinkPad E14,Ultrabook,Delhi,Telangana,2,54552,41894,109104,25316
4399,2024-10-23,Samsung,Galaxy Book2,Gaming,Mumbai,Rajasthan,1,157940,103210,157940,54730
4400,2025-11-27,HP,EliteBook 840,Workstation,Chandigarh,Rajasthan,5,135746,96882,678730,194320
4401,2022-08-27,Acer,Aspire 7,Workstation,Pune,Delhi,3,84854,63874,254562,62940
4402,2023-11-25,Samsung,Galaxy Book Pro,Ultrabook,Jaipur,Gujarat,3,87984,70517,263952,52401
4403,2025-11-20,Samsung,Galaxy Book Pro,Workstation,Chandigarh,Punjab,2,110016,73109,220032,73814
4404,2022-01-24,Samsung,Galaxy Book Pro,Business,Chandigarh,Delhi,4,179514,120568,718056,235784
4405,2025-08-28,Asus,TUF F15,Workstation,Mumbai,Rajasthan,2,79185,65103,158370,28164
4406,2025-06-06,Lenovo,Yoga Slim 7,Gaming,Bengaluru,Gujarat,3,70410,46072,211230,73014
4407,2025-12-17,HP,EliteBook 840,2-in-1,Ahmedabad,Gujarat,2,175352,140041,350704,70622
4408,2024-03-31,Asus,ZenBook 14,Gaming,Mumbai,West Bengal,4,98043,68436,392172,118428
4409,2023-08-02,Asus,TUF F15,Gaming,Mumbai,Tamil Nadu,4,124619,90504,498476,136460
4410,2023-08-17,Asus,VivoBook 15,Business,Kolkata,Karnataka,2,97964,79014,195928,37900
4411,2025-10-05,HP,Victus 16,Ultrabook,Pune,West Bengal,2,170389,130301,340778,80176
4412,2022-11-23,Asus,ZenBook 14,Student,Ahmedabad,Maharashtra,3,163755,126901,491265,110562
4413,2023-05-26,Asus,ROG Strix G15,Workstation,Delhi,Tamil Nadu,1,153281,126527,153281,26754
4414,2022-12-19,Lenovo,Legion 5,2-in-1,Bengaluru,Rajasthan,5,82139,65161,410695,84890
4415,2025-07-28,Apple,MacBook Pro 14,Business,Pune,Karnataka,5,149972,119923,749860,150245
4416,2025-05-08,Apple,MacBook Air M1,Student,Bengaluru,Punjab,1,144196,116791,144196,27405
4417,2024-10-21,Apple,MacBook Pro 16,Business,Jaipur,Telangana,5,80671,56271,403355,122000
4418,2025-10-01,HP,Victus 16,Gaming,Ahmedabad,Karnataka,4,95264,63611,381056,126612
